"","voyage_id","ship_name","port_origin","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","state"
"1122",16628,"Jamaica Snow","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Rappahannock",1731,171,"Quircke, Thomas","Virginia"
"1123",16633,"Catherine","Bristol","Africa., port unspecified","New York",1731,130,"Farmer, Jasper","New York"
"1124",16642,"Pearl Snow","Liverpool","Cabinda","Charleston",1731,128,"Lewis, George","South Carolina"
"1125",16643,"Pearle Gally","Bristol","Africa., port unspecified","Charleston",1731,301,"Hughes, Jenkin","South Carolina"
"1126",16648,"Sereleon","Bristol","Gambia","Charleston",1731,171,"Jenkins, Parnum<br/> Cole, Robert","South Carolina"
"1127",16650,"Susanna","Bristol","Calabar","Charleston",1731,301,"Holland, Edmund","South Carolina"
"1128",16653,"Amoretta","Bristol","Calabar","Charleston",1732,194,"Seaborn, James","South Carolina"
"1129",16659,"Bettys Hope","Bristol","Bonny","Charleston",1731,222,"Little, Edward","South Carolina"
"1130",16660,"Blackmore","Bristol","West Central Africa and St. Helena, port unspecified","York River",1732,260,"Bond, William<br/> Bird, William","Virginia"
"1131",16665,"Content","Bristol","Bonny","Upper James River",1732,201,"Adlam, Charles","Virginia"
"1132",16668,"Dreadnought","Bristol","New Calabar","York River",1732,226,"Whitchurch, James","Virginia"
"1133",16677,"Indian Queen","Bristol","Bonny","York River",1732,252,"Perry, George","Virginia"
"1134",16713,"Bridgett Gally","Bristol","Loango","York River",1733,250,"Clarke, William","Virginia"
"1135",16722,"Goldfinch","Bristol","Calabar","York River",1733,260,"Thomas, Abell","Virginia"
"1136",16723,"Greyhound","Bristol","Africa., port unspecified","Charleston",1732,280,"Hallden, Edward","South Carolina"
"1137",16728,"Indian Queen","Bristol","Africa., port unspecified","York River",1733,280,"Perry, George","Virginia"
"1138",16729,"Jamaica Gally","Bristol","Africa., port unspecified","Rappahannock",1733,194,"Hitchings, John","Virginia"
"1139",16731,"John Gally","Bristol","Africa., port unspecified","Rappahannock",1733,258,"Wilson, John","Virginia"
"1140",16739,"Oldbury","Bristol","Bonny","Virginia, port unspecified",1733,212,"Denbey, Nicholas<br/> Tyler, John","Virginia"
"1141",16752,"Amoretta","Bristol","Calabar","Charleston",1734,209,"Jones, David","South Carolina"
"1142",16753,"Aurora","Bristol","Africa., port unspecified","York River",1734,224,"Tucker, Timothy","Virginia"
"1143",16757,"Bridgett","Bristol","West Central Africa and St. Helena, port unspecified","York River",1734,271,"Clarke, William","Virginia"
"1144",16765,"Lively","Liverpool","Africa., port unspecified","Lower James River",1734,222,"Seaborne, James<br/> Cullum, Francis","Virginia"
"1145",16771,"Post Boy","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1734,344,"McNutt, John","South Carolina"
"1146",16780,"Ann","Bristol","Africa., port unspecified","Rappahannock",1735,222,"Prothero, Philip","Virginia"
"1147",16781,"Bath","Bristol","Gambia","Charleston",1734,122,"Smith, Robert","South Carolina"
"1148",16784,"Bodmin","Bristol","Africa., port unspecified","York River",1735,210,"Biddy, Richard","Virginia"
"1149",16785,"Brice","Bristol","West Central Africa and St. Helena, port unspecified","York River",1735,414,"Saunders, Abraham","Virginia"
"1150",16787,"Diana","Bristol","Gold Coast, port unspecified","Charleston",1735,62,"Malcolme, John","South Carolina"
"1151",16788,"George","Bristol","Calabar","York River",1735,284,"Tovey, Edward","Virginia"
"1152",16790,"Greyhound","Bristol","Africa., port unspecified","Charleston",1734,202,"Hallden, Edward","South Carolina"
"1153",16791,"Happy Couple","Bristol","Africa., port unspecified","Charleston",1735,141,"Little, Edward<br/> Hill, Abraham","South Carolina"
"1154",16795,"Indian Queen","Bristol","Bonny","York River",1735,172,"Perry, George","Virginia"
"1155",16796,"Jenny","Bristol","Gambia","Rappahannock",1735,245,"Bryan, Edward","Virginia"
"1156",16802,"Morning Star","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1735,327,"Hamley, William","South Carolina"
"1157",16806,"Rainbow","Bristol","Africa., port unspecified","Charleston",1735,159,"Morgan, Richard<br/> Matthews, John","South Carolina"
"1158",16808,"Scipio","Bristol","Gambia","Charleston",1734,197,"Gordon, William<br/> Cartnell, Robert","South Carolina"
"1159",16814,"Amoretta","Bristol","Africa., port unspecified","Charleston",1735,239,"Jones, David","South Carolina"
"1160",16815,"Amoretta","Bristol","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Charleston",1736,224,"Jones, David","South Carolina"
"1161",16816,"Aurora","Bristol","Bonny","Lower James River",1736,160,"Tucker, Timothy","Virginia"
"1162",16817,"Berkley","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1735,412,"Stockdale, Peregrine","South Carolina"
"1163",16818,"Betty Snow","Bristol","Africa., port unspecified","York River",1736,400,"Phelps, James","Virginia"
"1164",16819,"Bridget","Bristol","Cabinda","South Potomac",1736,150,"Clarke, William","Maryland"
"1165",16826,"Indian Queen","Bristol","Africa., port unspecified","Rappahannock",1736,201,"Blanning, John","Virginia"
"1166",16832,"Morning Star","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1736,61,"Hamley, William","South Carolina"
"1167",16837,"Phoenix","Bristol","Loango","Charleston",1736,289,"Arthur, David","South Carolina"
"1168",16838,"Prince of Orange","Bristol","Calabar","York River",1736,251,"Bird, Japhet","Virginia"
"1169",16840,"Scipio","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1736,300,"Smith, Robert","South Carolina"
"1170",16842,"Shepherd","Bristol","Loango","Charleston",1736,362,"Power, Maurice","South Carolina"
"1171",16843,"Swallow","Bristol","Africa., port unspecified","York River",1736,196,"Colt, John","Virginia"
"1172",16844,"Withers","Bristol","Africa., port unspecified","York River",1736,275,"Webb, Samuel<br/> Muff, William","Virginia"
"1173",16845,"Amoretta","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1737,236,"Jones, David","South Carolina"
"1174",16846,"Ann","Bristol","Bonny","York River",1736,310,"Prothero, Philip","Virginia"
"1175",16850,"Brice Gally","Bristol","West Central Africa and St. Helena, port unspecified","York River",1737,409,"Saunders, Abraham","Virginia"
"1176",16858,"Greyhound","Bristol","Africa., port unspecified","Rappahannock",1737,232,"Hallden, Edward","Virginia"
"1177",16859,"Hobhouse","Bristol","Africa., port unspecified","York River",1737,310,"Bartlett, John","Virginia"
"1178",16865,"Loango","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1737,379,"Dolman, Thomas","South Carolina"
"1179",16870,"Pearle","Bristol","Cabinda","Charleston",1737,255,"Hardwicke, Eustace","South Carolina"
"1180",16879,"Amoretta","Bristol","Africa., port unspecified","Charleston",1738,230,"Crode, John","South Carolina"
"1181",16884,"Bridget","Bristol","Africa., port unspecified","York River",1738,190,"Quircke, Robert","Virginia"
"1182",16920,"Shepherd","Bristol","West Central Africa and St. Helena, port unspecified","Charleston",1738,360,"Power, Maurice","South Carolina"
"1183",16925,"Amoretta","Bristol","Calabar","Charleston",1739,207,"Crode, John","South Carolina"
"1184",16936,"Cross","Bristol","Africa., port unspecified","York River",1739,266,"Pittman, Joseph","Virginia"
"1185",16950,"Levant","Bristol","Bonny","Charleston",1739,382,"Packer, Thomas","South Carolina"
"1186",16958,"Nancy","Bristol","Africa., port unspecified","Charleston",1739,205,"Malcolme, John","South Carolina"
"1187",16966,"Postillion","Bristol","Calabar","Charleston",1739,227,"Powell, Howel<br/> Lyddon","South Carolina"
"1188",16967,"Prince of Orange","Bristol","Africa., port unspecified","York River",1739,200,"Bird, Japhet","Virginia"
"1189",16972,"Shepherd","Bristol","Loango","Charleston",1739,339,"Power, Maurice","South Carolina"
"1190",16973,"Squirrel","Bristol","Africa., port unspecified","Charleston",1738,228,"Jones, David<br/> Dyke, John","South Carolina"
"1191",16996,"Marlborough","Bristol","Calabar","York River",1740,260,"Blanning, John","Virginia"
"1192",16997,"Medway","Bristol","Africa., port unspecified","Charleston",1740,148,"Hunt, Joseph","South Carolina"
"1193",17000,"Palmtree","Bristol","Bonny","York River",1740,120,"Culme, Richard<br/> Rice, William","Virginia"
"1194",17009,"Williamsburgh","Bristol","Bonny","York River",1740,230,"Lambert, Jonathan","Virginia"
"1195",17023,"Molly","Bristol","Africa., port unspecified","Upper James River",1741,206,"Perry, George","Virginia"
"1196",17024,"Nancy","Bristol","Calabar","Upper James River",1741,182,"Malcolme, John<br/> Crawley","Virginia"
"1197",17034,"Seaflower","Bristol","Calabar","York River",1741,169,"Elsworthy, John<br/> Edwards, John","Virginia"
"1198",17037,"Amoretta","Bristol","Bonny","York River",1742,195,"Crode, John","Virginia"
"1199",17047,"George","Bristol","Calabar","Upper James River",1742,310,"Tovey, Edward","Virginia"
"1200",17059,"Shepherd","Bristol","Africa., port unspecified","Rappahannock",1742,320,"Power, Maurice","Virginia"
"1201",17062,"Vernon","Bristol","Africa., port unspecified","York River",1742,140,"Forrest, Henry","Virginia"
"1202",17068,"Broomfield","Bristol","Bonny","York River",1743,164,"Sharp, Joseph","Virginia"
"1203",17070,"Goldfinch","Bristol","Africa., port unspecified","York River",1743,200,"Quircke, Robert<br/> Spurrier, Walter","Virginia"
"1204",17072,"Henry's","Bristol","Africa., port unspecified","York River",1743,298,"Little, Joseph","Virginia"
"1205",17079,"Nancy","Bristol","Calabar","Upper James River",1743,213,"Malcolme, John","Virginia"
"1206",17088,"Vernon","Bristol","Bonny","York River",1743,145,"Forrest, Henry","Virginia"
"1207",17089,"Williamsburgh","Bristol","Bonny","Upper James River",1743,300,"Lambert, Jonathan<br/> Tate, John","Virginia"
"1208",17139,"Broomfield","Bristol","Africa., port unspecified","York River",1745,187,"Sharp, Joseph","Virginia"
"1209",17145,"Nancy","Bristol","Africa., port unspecified","Upper James River",1746,209,"Baber, John","Virginia"
"1210",17147,"Ranger","Bristol","Gambia","York River",1745,185,"Ebsworthy, Thomas","Virginia"
"1211",17149,"Two Brothers","Bristol","Bonny","York River",1746,254,"Jones, William","Virginia"
"1212",32851,"Duc du Maine","Port Louis","Whydah","Biloxi",1721,349,"Roseau, N","Mississippi"
"1213",32853,"Fortuné","Brest","Whydah","Biloxi",1721,303,"Filhouze","Mississippi"
"1214",32883,"Aurore","Le Havre","Senegambia and offshore Atlantic, port unspecified","Louisiana",1726,290,"Sicard, J.F","Louisiana"
"1215",32890,"Mutine","Lorient","Senegambia and offshore Atlantic, port unspecified","Biloxi",1726,227,"La Rigaudière de La Clisse, de","Mississippi"
"1216",32904,"Flore","Lorient","Goree","New Orleans",1728,356,"Butler, R","Unknown"
"1217",32905,"Galathée","Lorient","Goree","New Orleans",1728,313,"Préville, P. Quinet de<br/> Laisné","Unknown"
"1218",32909,"Vénus","Lorient","Goree","New Orleans",1729,363,"Gautier, J.B. de la Renaudais","Unknown"
"1219",33115,"Aurore","Saint-Malo","Whydah","Louisiana",1719,200,"Herpin","Louisiana"
"1220",33116,"Duc du Maine","Saint-Malo","Whydah","Louisiana",1719,250,"Laudouine, de","Louisiana"
"1221",33121,"Afriquain","Saint-Malo","Whydah","Biloxi",1721,182,"Du Haumeur","Mississippi"
"1222",29648,"Benditas Animas Purgatorio y SFrancisco","San Lucar","Luanda","Puerto Rico, port unspecified",1626,63,"Guilarte, Diego","Puerto Rico"
"1223",31993,"Aimable Victoire","Le Havre","West Central Africa and St. Helena, port unspecified","Louisiana",1792,307,"Laumosne, Felix<br/> Bourdet","Louisiana"
"1224",32041,"Néréide","La Rochelle","Cabinda","Biloxi",1721,294,"Chabosseau, de","Mississippi"
"1225",32170,"Saint Ursin","La Rochelle","Senegambia and offshore Atlantic, port unspecified","New Orleans",1743,190,"Gaultier","Unknown"
"1226",32343,"Thétis","La Rochelle","Loango","New Orleans",1784,185,"Duguet, A","Unknown"
"1227",32446,"Jenny","La Rochelle","Gold Coast, port unspecified","Savannah",1792,360,"Quenet, Jacques","Georgia"
"1228",32468,"Ruby","Le Havre","Senegambia and offshore Atlantic, port unspecified","Louisiana",1720,127,"Grenier","Louisiana"
"1229",32473,"Maréchal d'Estrées","Le Havre","Senegambia and offshore Atlantic, port unspecified","Louisiana",1721,196,"Prud'homme","Louisiana"
"1230",32478,"Expédition","Le Havre","Goree","New Orleans",1723,95,"Dupré","Unknown"
"1231",80774,"Ceres","Liverpool","Bonny","Charleston",1806,300,"Robinson, Daniel<br/> Turnbull, William","South Carolina"
"1232",23010,"Sally",NA,"Gambia","Philadelphia",1762,149,"Badger, Bernard","Pennslyvania"
